Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,NCL54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.082353076,0,1.769.054,4.3
Low Fat,NCO14,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.029500321,0,462.086,4.3
Low Fat,NCX54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.047827139,0,1.053.622,4.3
Low Fat,FDI19,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.052085615,0,2.428.512,4.3
Low Fat,FDL43,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026933321,0,78.467,4.3
Low Fat,FDN15,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.016653022,0,139.518,4.3
Low Fat,FDP15,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.083536071,0,255.433,4.3
Low Fat,FDQ39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.080649685,0,1.899.846,4.3
Low Fat,FDT03,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.009950343,0,1.855.608,4.3
Low Fat,FDV51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032381325,0,1.661.842,4.3
Low Fat,FDY51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.080741927,0,2.208.798,4.3
Low Fat,NCM43,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.01938106,0,164.321,4.3
Low Fat,FDP33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.088839949,0,2.542.672,4.3
Low Fat,FDV21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.170254469,0,1.248.704,4.3
Low Fat,DRD25,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.078589629,0,113.286,4.3
Low Fat,DRE25,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.072928316,0,94.412,4.3
Low Fat,DRF36,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.023463124,0,1.906.846,4.3
Low Fat,DRG13,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.037006076,0,1.647.526,4.3
Low Fat,DRK13,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.114609875,0,1.970.084,4.3
Regular,FDN23,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.075142108,0,1.458.444,4.3
Regular,FDS59,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.04368089,0,110.157,4.3
Regular,FDZ35,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.022170592,0,105.199,4.3
Regular,FDD38,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,0,1.003.674,4.3
Regular,FDU01,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.011937183,0,1.847.924,4.3
Regular,FDC29,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024088444,0,1.127.176,4.3
Regular,FDD41,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.086837543,0,1.062.306,4.3
Regular,FDA08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.049842613,0,1.642.526,4.3
Regular,FDQ07,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.086983591,0,2.198.456,4.3
Regular,FDQ31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053586458,0,897.856,4.3
Regular,FDL03,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026949463,0,197.711,4.3
Regular,FDO27,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.178210285,0,957.752,4.3
Regular,FDJ33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.087894475,0,121.173,4.3
Regular,FDW09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.025795293,0,802.302,4.3
Regular,FDZ21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.039031927,0,95.641,4.3
Regular,DRZ11,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.112119359,0,1.230.388,4.3
Low Fat,FDF32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0680243,16.35,1.964.426,4.2
Regular,FDN22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.138190277,18.85,2.508.724,4.2
Low Fat,NCS17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080829372,18.6,964.436,4.2
Low Fat,FDK43,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.02681843,9.8,126.002,4.2
Low Fat,FDM40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.159803853,10.195,1.415.154,4.2
Regular,FDN33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.123115764,6.305,956.436,4.2
Regular,FDW39,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.064625342,0,176.937,4.2
LF,DRJ13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.063017847,12.65,1.590.578,4.2
Low Fat,DRI49,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.183507295,14.15,824.276,4.2
Low Fat,FDS52,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.009163216,8.89,1.017.016,4.2
Low Fat,NCX54,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.048331717,9.195,1.051.622,4.2
Regular,FDI16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,14,53.064,4.2
Regular,FDM22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.04192285,14,54.764,4.2
Low Fat,NCO17,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.128478462,0,117.944,4.2
Regular,FDK58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045165796,11.35,1.000.016,4.2
Regular,FDA08,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.050186726,11.85,1.641.526,4.2
Low Fat,DRC27,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058091482,13.8,2.451.802,4.2
Regular,FDL58,Snack Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,5.78,2.637.568,4.2
Low Fat,DRJ51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087977262,14.1,2.290.668,4.2
Regular,FDY03,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.076276208,17.6,1.109.202,4.2
Low Fat,FDG29,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056245075,17.6,433.454,4.2
Low Fat,DRP47,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.141398626,15.75,2.505.382,4.2
Low Fat,FDB53,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.139735226,13.35,1.475.392,4.2
reg,FDM01,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.095102092,7.895,1.044.332,4.2
Low Fat,FDJ22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.09246392,0,1.909.504,4.2
Regular,FDR59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.063993068,14.5,2.604.594,4.2
Low Fat,FDH27,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.058346939,7.075,1.422.128,4.2
Low Fat,NCW53,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.053392944,0,1.938.162,4.2
Low Fat,FDW24,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.065652494,0,489.034,4.2
Regular,FDF11,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.017627888,10.195,2.396.538,4.2
Low Fat,FDZ27,Dairy,2015,OUT045,Tier 2,Small,Supermarket Type1,0.017191055,7.935,51.535,4.2
Regular,FDL51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047565208,20.7,2.134.876,4.2
Low Fat,FDX08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.022604051,12.85,1.814.318,4.2
Low Fat,DRH15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0,8.775,459.428,4.2
Low Fat,FDS26,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.089035961,0,2.605.594,4.2
Regular,FDT09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012282366,15.15,1.325.284,4.2
Low Fat,FDK41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.127541722,14.3,849.224,4.2
Low Fat,FDN09,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.05837308,14.15,2.439.828,4.2
Low Fat,FDK24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,9.195,436.744,4.2
Regular,FDW31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043333912,11.35,2.010.742,4.2
Regular,FDL48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.082197959,19.35,492.034,4.2
Regular,FDB38,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0,0,160.692,4.2
Regular,FDW44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035205866,9.5,1.713.448,4.2
Low Fat,FDE22,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.051778173,0,157.892,4.2
LF,NCU41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.052054819,18.85,1.891.846,4.2
Low Fat,FDL46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.053795154,0,1.177.466,4.2
Low Fat,FDB21,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.148492521,7.475,2.406.854,4.2
Low Fat,NCJ42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.014301326,19.75,1.030.332,4.2
Low Fat,FDJ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.111298111,11.1,1.917.846,4.2
Low Fat,FDB16,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.044995631,8.21,892.198,4.2
Regular,FDJ55,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.023567538,12.8,2.268.404,4.2
Low Fat,NCZ06,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.164864915,0,2.552.698,4.2
Low Fat,FDM14,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013263968,13.8,1.069.254,4.2
Low Fat,FDA23,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.047187038,9.8,1.006.016,4.2
Low Fat,FDW49,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.082552214,19.5,1.798.002,4.2
Low Fat,DRK23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072088552,8.395,253.704,4.2
Regular,FDV56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.013529884,0,1.062.596,4.2
Low Fat,DRK39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.049823902,7.02,82.225,4.2
Low Fat,FDM52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026046138,15.1,1.472.076,4.2
Low Fat,FDH58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.037014587,12.3,1.151.834,4.2
Regular,FDL24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024776026,0,1.723.422,4.2
Low Fat,FDF46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.093653464,7.07,1.133.834,4.2
Low Fat,NCO54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01430324,19.5,572.614,4.2
Low Fat,NCR17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024482644,9.8,1.162.492,4.2
Regular,FDU44,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.058142797,0,1.621.552,4.2
Regular,FDJ03,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.072334667,12.35,491.692,4.2
Regular,FDZ08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.109459733,0,841.592,4.2
Low Fat,NCK42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013120028,7.475,2.176.192,4.2
Low Fat,DRK12,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0,9.5,32.89,4.2
Low Fat,NCR30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071282168,20.6,744.696,4.2
Low Fat,NCZ41,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.064367627,19.85,1.261.704,4.2
Regular,FDN52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.13093275,0,869.198,4.2
Low Fat,FDA43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.064621927,10.895,1.966.794,4.2
Low Fat,NCO18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.024701262,13.15,1.768.686,4.2
Low Fat,FDZ33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107376743,10.195,1.476.076,4.2
Low Fat,NCY05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054990009,13.5,352.874,4.2
Low Fat,FDO34,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.050111641,17.7,1.659.816,4.2
LF,FDX20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042626422,7.365,227.072,4.2
LF,NCD19,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,8.93,532.614,4.2
Low Fat,FDZ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.103138922,9.17,141.747,4.2
Low Fat,FDA23,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047260402,9.8,1.028.016,4.2
Low Fat,FDO12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055015935,15.75,1.943.452,4.2
Low Fat,FDH24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021464454,20.7,1.566.288,4.2
Low Fat,FDW47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046447328,15,1.215.414,4.2
Low Fat,FDW25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037457098,5.175,834.224,4.2
Low Fat,FDC38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122684413,15.7,1.322.942,4.2
Low Fat,FDB15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137023446,10.895,2.637.568,4.2
Low Fat,DRC27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058192802,13.8,2.469.802,4.2
Low Fat,FDS50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055519561,17,2.198.114,4.2
Low Fat,DRH51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.097367722,17.6,893.856,4.2
Low Fat,FDB05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.083327693,5.155,2.472.776,4.2
Low Fat,FDO16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015131684,5.48,83.025,4.2
Low Fat,FDZ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.038014104,9.31,62.351,4.2
Low Fat,FDH16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052637056,10.5,88.583,4.2
Low Fat,FDL16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16871476,12.85,47.306,4.2
Low Fat,FDD08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035409328,8.3,362.506,4.2
Low Fat,FDN31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072994847,11.5,189.253,4.2
Low Fat,FDV43,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076975118,16,462.086,4.2
Low Fat,FDI32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.174644552,17.7,1.132.834,4.2
Low Fat,FDE08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049396364,18.2,1.464.734,4.2
Low Fat,DRK11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010781158,8.21,1.499.392,4.2
Low Fat,DRP47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.140821917,15.75,2.529.382,4.2
Low Fat,NCM53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052121825,18.75,104.828,4.2
Low Fat,NCV54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033160417,11.1,1.196.124,4.2
Low Fat,NCG42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041291929,19.2,130.131,4.2
Low Fat,FDV03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058181585,17.6,1.544.314,4.2
Low Fat,FDL15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046707264,17.85,1.526.682,4.2
Low Fat,FDL10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039553606,8.395,991.042,4.2
Low Fat,FDX09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065350715,9,175.437,4.2
Low Fat,FDI46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074460855,9.5,2.536.724,4.2
Low Fat,FDZ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.107564024,10.195,1.490.076,4.2
Low Fat,FDQ22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029785889,16.75,389.822,4.2
Low Fat,FDV45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045117476,16.75,1.879.556,4.2
Low Fat,FDU34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075311837,18.25,1.226.046,4.2
Low Fat,FDY46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047964395,18.6,1.850.898,4.2
Low Fat,FDP10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128289285,19,1.049.622,4.2
Low Fat,FDR21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067039526,19.7,178.337,4.2
Low Fat,DRK49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035999599,14.15,415.138,4.2
Low Fat,DRE25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.073397129,15.35,91.912,4.2
Regular,FDB49,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030198228,8.3,982.384,4.2
Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081794766,9.1,1.736.054,4.2
Regular,FDR59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063962842,14.5,2.631.594,4.2
Regular,FDV13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027653795,17.35,880.856,4.2
Regular,FDU26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042685217,16.7,1.207.782,4.2
Regular,FDA03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045534457,18.5,1.463.102,4.2
Regular,FDN28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030294931,5.88,104.099,4.2
Regular,FDI53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137858955,8.895,1.621.236,4.2
Regular,FDR28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025936747,13.85,164.921,4.2
Regular,FDF29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019965179,15.1,130.531,4.2
Regular,FDY04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042542484,17.7,161.921,4.2
Regular,FDV19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035311852,14.85,1.609.578,4.2
Regular,FDH20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024987903,16.1,97.341,4.2
Regular,FDO19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016622448,17.7,502.034,4.2
Regular,FDU20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021490911,19.35,1.221.098,4.2
Regular,FDR20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028167478,20,455.744,4.2
Regular,FDV20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059894378,20.2,1.259.678,4.2
Regular,FDO27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.179355893,6.175,941.752,4.2
Regular,FDX51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022093019,9.5,1.959.452,4.2
Regular,FDR27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.096249842,15.1,1.344.942,4.2
Regular,FDU33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.134919202,7.63,469.402,4.2
Regular,FDC10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072990979,9.8,1.216.098,4.2
Regular,FDF11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017658634,10.195,2.401.538,4.2
Regular,FDE11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.135306012,17.7,1.837.924,4.2
low fat,FDO24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.1,1.564.604,4.2
low fat,NCD54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029054046,21.1,1.446.786,4.2
LF,FDH33,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.213125482,0,449.428,4.2
Low Fat,FDK24,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.177354373,0,466.744,4.2
Low Fat,FDN60,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.166609517,0,1.576.604,4.2
Low Fat,FDW36,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.099681705,0,1.074.622,4.2
Low Fat,FDR23,Breads,1998,OUT019,Tier 1,Small,Grocery Store,0.143199389,0,175.837,4.2
Low Fat,FDA13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.137539574,0,388.506,4.2
Low Fat,FDH38,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.018275994,0,1.152.808,4.2
Low Fat,FDS01,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.031069203,0,1.796.686,4.2
Low Fat,FDY13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.052749199,0,74.967,4.2
Low Fat,FDL40,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0,0,98.241,4.2
Low Fat,NCK05,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.135612397,0,611.536,4.2
Low Fat,NCM05,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.104784329,0,2.660.226,4.2
Low Fat,NCY29,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,0.135226962,0,56.293,4.2
Low Fat,NCG30,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.196659953,0,1.258.046,4.2
Low Fat,FDG31,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.066351687,0,650.826,4.2
Low Fat,FDV15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.255929096,0,1.033.648,4.2
Low Fat,FDE46,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.027610698,0,1.495.366,4.2
Low Fat,DRF25,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.068153091,0,36.019,4.2
Low Fat,DRF49,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.124448295,0,1.120.518,4.2
Low Fat,DRH37,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.072864869,0,1.652.526,4.2
Regular,FDH14,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.081955735,0,1.420.838,4.2
Regular,FDE51,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.168901843,0,434.086,4.2
Regular,FDL52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.080697998,0,398.506,4.2
Regular,FDY28,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.26639671,0,2.156.218,4.2
Regular,FDE56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.278730642,0,632.194,4.2
Regular,FDH45,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.185008985,0,423.796,4.2
Regular,FDH56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.11173569,0,1.159.492,4.2
Regular,FDO56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.078758649,0,1.163.808,4.2
Regular,FDT55,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.076434542,0,1.558.946,4.2
Regular,FDY03,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.133279499,0,1.126.202,4.2
Regular,FDS21,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.036551446,0,627.194,4.2
LF,FDB50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.153618566,13,796.986,4.2
LF,NCN30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.016993204,16.35,95.741,4.2
LF,FDV15,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.146172453,10.3,1.033.648,4.2
Low Fat,FDZ12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.102978817,9.17,144.947,4.2
Low Fat,FDS23,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.140889111,4.635,1.270.994,4.2
Low Fat,FDR35,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.020697723,12.5,1.988.742,4.2
Low Fat,FDX13,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.047782959,7.725,2.491.092,4.2
Low Fat,FDG02,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.011261165,7.855,1.895.188,4.2
Low Fat,FDO50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.078168739,16.25,913.804,4.2
Low Fat,FDC28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054986919,7.905,1.086.254,4.2
Low Fat,FDH41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.082011521,9,2.133.534,4.2
Low Fat,FDC17,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.015460726,12.15,2.118.928,4.2
Low Fat,FDG40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039824346,13.65,328.558,4.2
Low Fat,FDG29,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.05629192,17.6,425.454,4.2
Low Fat,FDD05,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.016611475,19.35,1.220.098,4.2
